,Total Channel Subcribers,Total Chanel Views,No of Likes,Hashtags,No of Videos the Channel,Community Engagement (Posts per week),Creator Gender_Female,Creator Gender_Male,Creator Gender_Org,Language of the Video_Arabic,Language of the Video_English,Language of the Video_English + Hindi,Language of the Video_Hindi,Language of the Video_Hindi/English,Language of the Video_Italian,Language of the Video_Japenese,Language of the Video_Kannada,Language of the Video_Konkani,Language of the Video_Malayalam,Language of the Video_Mongalian,Language of the Video_Nawayathi,Language of the Video_Punjabi,Language of the Video_Russian,Language of the Video_Sanskrit,Language of the Video_Tamil,Language of the Video_Telugu,Language of the Video_Urdu,Language of the Video_Urdu + Arabic,Video Description_No,Video Description_Yes,Video Quality_High,Video Quality_Low,Video Quality_Medium,Duration_long,Duration_medium,Duration_short,Premiered or Not_No,Premiered or Not_Yes,Popularity
88,0.0553734203233823,0.2074105062286185,0.0046326530612244,0.1071428571428571,0.3588008542877483,0.1231671554252199,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Popular
89,0.5242463428059491,0.0861974604952395,0.0143061224489795,0.0,0.0004261914909321,0.0058651026392961,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Popular
90,0.0786368567288765,0.0041437542043481,0.0033469387755102,0.0,0.0004809535260798,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Popular
91,0.0008583421663946,0.000386762853128,0.0001938775510204,0.0,0.0002404767630399,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Popular
92,2.9967237938683126e-05,6.85216230006652e-06,2.489795918367347e-06,0.0,0.0004309534070319,0.002932551319648,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Not Popular
93,0.1831584935366604,0.1904191613056529,0.046938775510204,0.1071428571428571,0.0330929359355617,0.002932551319648,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Popular
94,0.0064874384684564,0.0093401297205592,0.0005102040816326,0.1071428571428571,0.0014857178231376,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Popular
95,0.0007895348192797,0.0001525858519485,0.0002653061224489,0.1071428571428571,0.0330929359355617,0.002932551319648,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Popular
96,0.0465267614086169,0.0789545789597372,0.000138775510204,0.0357142857142857,0.0298834044842963,0.0234604105571847,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,Popular
97,9.436436175749772e-07,1.9527955841151947e-07,0.0,0.0,3.0952454648701544e-05,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,Not Popular
98,0.001297398571794,0.0004560265887805,0.0008163265306122,0.0,0.0001023811961457,0.002932551319648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,Popular
99,0.0012875689507776,0.0009542429570707,1.573469387755102e-05,0.1071428571428571,0.0014690511167883,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Popular
100,0.1189383028961412,0.0945722396293842,0.0048775510204081,0.0,0.4434915321226956,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Popular
101,0.0251964838030158,0.0443567462019738,0.0011632653061224,0.0,0.0028714354081795,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Popular
102,0.1189383028961412,0.0945722396293842,5.102040816326531e-07,0.0,0.4434915321226956,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,Not Popular
