,Video Views,Creator Gender,Language of the Video,Video Description,Video Quality,Duration,Premiered or Not,Total Channel Subcribers,Total Chanel Views,No of Likes,Hashtags,No of Videos the Channel,Community Engagement (Posts per week)
179,264288,Org,Hindi,Yes,Medium,short,No,0.011303952766495394,0.01819014130269427,5.510204081632653e-05,0.03571428571428571,0.0800525715537418,0.02932551319648094
180,9489178,Male,English,Yes,High,medium,No,0.03800775652773172,0.027251323415170038,0.006816326530612245,0.0,0.0034500082143052724,0.0
181,564197,Org,English,Yes,Medium,short,No,0.0004618807853995633,0.00910448548037798,1.836734693877551e-07,0.0,0.000561906099776428,0.0
182,411779,Org,English,Yes,Medium,medium,No,0.0005175819711591974,9.494710784914637e-05,0.00040816326530612246,0.10714285714285714,4.5238202948102256e-05,0.01466275659824047
183,25170014,Org,Hindi,Yes,High,short,No,0.2942332110220484,0.0880839122260686,0.00024489795918367346,0.10714285714285714,0.010883359246093445,0.02932551319648094
184,3340723,Org,English,Yes,Medium,medium,No,0.08584524547424097,0.009601735810423177,0.0009387755102040817,0.0,0.0009904785487584494,0.0
185,3058084,Org,Hindi,Yes,Medium,medium,No,0.03702479442609112,0.023846863562481342,0.0017959183673469388,0.0,0.0010523834580558524,0.01759530791788856
186,69395788,Male,Hindi,Yes,Medium,short,No,0.08387932127095978,0.06179896454509227,0.03877551020408163,0.10714285714285714,0.000440477239231522,0.002932551319648094
187,777867,Org,Hindi,Yes,High,long,No,0.0006584732057276835,0.0004328493601720289,0.0005918367346938776,0.10714285714285714,0.00013571460884430678,0.0
188,145333,Org,English,Yes,High,long,No,0.1156617625573392,0.0221305690691241,4.0816326530612245e-05,0.0,0.049757261326812685,0.005865102639296188
189,3363581,Org,English,Yes,Medium,short,No,0.010681410102123014,0.007788254072512687,0.0014081632653061226,0.0,0.0011523836961516575,0.005865102639296188
190,6104861,Org,Hindi,Yes,Medium,long,No,0.13073384811582842,0.008428852502429104,0.0025510204081632655,0.0,0.00037142945578441856,0.0
191,323229,Female,English,Yes,Medium,short,No,0.00044222154336675124,0.0001786616985899545,3.673469387755102e-05,0.03571428571428571,0.00023095293084031155,0.0
192,122510,Org,English,Yes,Medium,long,No,0.002519548118167221,0.0023803624281169603,6.326530612244899e-05,0.03571428571428571,0.005330965073726366,0.005865102639296188
193,1498513,Org,English,Yes,Medium,short,No,0.0001424181023663679,0.00013516981768905813,0.00032653061224489796,0.14285714285714285,0.0005333346031776267,0.0
194,2622475,Org,English,Yes,Medium,long,No,0.007142746536216849,0.002892538265046632,0.0008163265306122449,0.0,0.008400020000047621,0.0
195,1329130,Org,English,Yes,Medium,medium,No,0.22509820987332613,0.04389447722417649,0.00012653061224489798,0.10714285714285714,0.012669077783518534,0.03812316715542522
196,174237,Male,English,Yes,Medium,short,No,0.07863685672887656,0.00414375420434815,0.00012040816326530613,0.0,0.000480953526079824,0.0
197,29726423,Org,Hindi,Yes,Medium,long,No,0.00907590533611003,0.0285593389333208,0.003816326530612245,0.0,0.0043452484410677165,0.0
198,56045424,Male,Hindi,Yes,Medium,long,No,0.09403659632124599,0.05737763744874443,0.07551020408163266,0.10714285714285714,0.00034761987528541735,0.0
199,753769,Male,English,Yes,Medium,long,No,0.0006814089880992975,0.00042804518664860504,0.0001795918367346939,0.10714285714285714,0.0004261914909321213,0.002932551319648094
200,16752693,Male,English,Yes,Medium,medium,No,0.010452052278406874,0.006723230900933666,0.0038367346938775514,0.10714285714285714,0.0010928597449041545,0.0
201,45704,Male,Hindi,Yes,High,long,No,0.001084423449771944,0.0009022360178362878,4.89795918367347e-05,0.0,0.0026500063095388324,0.011730205278592375
202,73314,Male,Telugu,Yes,Medium,long,No,0.002902903337807056,0.0019198651285870358,0.00017346938775510205,0.0,0.0033142936054609655,0.04105571847507331
203,1480762,Male,Hindi,Yes,Medium,medium,No,0.23525548492361234,0.008681332404568263,0.001469387755102041,0.0,0.00028333400793811414,0.005865102639296188
204,49791,Org,Kannada,Yes,High,short,No,0.0008059175209737736,0.0005962168023333602,5.306122448979592e-05,0.0,0.0008738116043133437,0.01759530791788856
205,12932,Male,English,Yes,Medium,long,No,0.0001604390742297789,6.62365250236603e-05,2.0408163265306123e-05,0.0,0.00028333400793811414,0.0
206,9734861,Male,English,Yes,Medium,medium,No,0.06618600344142896,0.11803921131878423,0.004326530612244898,0.0,0.00299762618482425,0.0
207,2814437,Org,English,Yes,Medium,medium,No,0.08584524547424097,0.009601735810423177,0.0006734693877551021,0.0,0.0009904785487584494,0.002932551319648094
208,1717151,Male,English,Yes,Medium,medium,No,0.013826888827372937,0.004342688907335017,0.0012244897959183675,0.0,0.00060000142857483,0.002932551319648094
209,1954619,Org,English,Yes,Medium,short,No,0.035058870222809915,0.04698041274170785,0.0003877551020408163,0.0,0.020307191207598115,0.005865102639296188
210,940383,Org,Hindi,Yes,Medium,medium,No,0.03800775652773172,0.07541313723542159,0.0005102040816326531,0.0,0.018942902245005347,0.0
211,3429284,Male,Japenese,Yes,Medium,short,No,8.505898719530002e-06,4.895594778318205e-05,0.000836734693877551,0.0,5.2381077097802615e-05,0.0
212,12021,Male,Telugu,No,Medium,medium,No,0.00018697905097407515,5.9309483190743545e-05,1.4551020408163266e-05,0.0,0.00025476251133931275,0.04105571847507331
213,330287,Org,English,Yes,Medium,long,No,0.0013203343541656881,0.0013130280010542207,4.6938775510204086e-05,0.03571428571428571,0.000561906099776428,0.002932551319648094
214,848461,Org,English,Yes,Medium,long,No,0.011566075993599554,0.004747975553248525,0.00017346938775510205,0.10714285714285714,0.017800042381053288,0.17888563049853373
215,58850816,Male,English,Yes,Medium,medium,No,0.3407600838330369,0.24279970743957524,0.04693877551020408,0.0,0.0017309565022773864,0.0
216,1754652,Male,English,Yes,Medium,medium,No,0.23787671719465395,0.019310236720986192,0.001653061224489796,0.0,0.0006261919671237313,0.002932551319648094
217,287973512,Female,English,Yes,Medium,short,Yes,0.1929881145530665,0.04019899740998207,0.6326530612244898,0.0,0.0003738104138343187,0.0
218,11347636,Male,English,Yes,Medium,short,No,0.0015922872022862545,0.0004152813159871021,0.004530612244897959,0.03571428571428571,5.4762035147702737e-05,0.0
219,19806678,Male,English,Yes,High,short,No,0.059632922763824946,0.06089973015357832,0.005224489795918367,0.10714285714285714,0.004909535498894045,0.0
220,9745,Male,English,Yes,Medium,medium,No,0.0006093251006456535,0.00024906601897127875,1.1040816326530613e-05,0.03571428571428571,0.0012119076473991605,0.0
221,46657,Org,English,Yes,Medium,short,No,0.13433804248851064,0.02383283877696784,4.0816326530612245e-05,0.07142857142857142,0.008507163112293126,0.0
222,1169698,Org,English,Yes,Medium,short,No,0.09927906086332919,0.352539960016438,0.0003469387755102041,0.03571428571428571,0.004311915028369115,0.005865102639296188
223,1067502,Org,English,Yes,Medium,long,No,0.020642092732081105,0.005937036069832664,0.0005102040816326531,0.0,0.003214293367365161,0.011730205278592375
224,65679230,Org,English,Yes,Medium,short,No,0.17005233218145246,0.025383061119600675,0.0068367346938775515,0.0,0.016654801559051333,0.07917888563049853
225,180095317,Org,Punjabi,Yes,High,short,No,0.03571417829057032,0.08023112346024516,0.030612244897959186,0.0,0.006652396791420932,0.002932551319648094
226,2193864,Org,English,Yes,Medium,medium,No,0.018676168528799903,0.017692767860407424,0.00046938775510204083,0.0,0.0006261919671237313,0.0
227,3556225,Org,English,Yes,Medium,long,No,0.011566075993599554,0.004751524362176588,0.0009183673469387756,0.0,0.01782385196155229,0.19648093841642228
228,1134232,Male,English,Yes,High,medium,No,0.13597631265791163,0.004609748313080362,0.0005510204081632653,0.0,0.0017571470408262876,0.005865102639296188
229,268746,Org,Hindi,Yes,Medium,long,No,0.0046198104753393055,0.0027480679088758425,1.3673469387755102e-05,0.10714285714285714,0.008157162278957807,0.026392961876832845
230,16445962,Org,English,Yes,Medium,short,No,0.004062798617742965,0.0017037538352837644,0.0037551020408163266,0.0,0.00013571460884430678,0.0
231,49248564,Org,Hindi,Yes,Medium,medium,No,0.06127119293322594,0.1271452953988978,0.0064285714285714285,0.0,0.0026285776870897315,0.0
232,3419385,Male,English,Yes,High,medium,No,0.0003439253332026911,8.013414395187164e-05,0.003346938775510204,0.17857142857142855,8.095257369660405e-05,0.0
233,61,Org,English,Yes,High,long,Yes,6.815203904708167e-07,8.750392011008735e-08,2.0408163265306123e-08,0.10714285714285714,0.00017619089569260882,0.0
234,3284,Male,English,Yes,Medium,short,No,0.0025981850862984695,1.824650364155287e-06,2.4081632653061225e-06,0.0,0.0003166674206367158,0.0
235,356883,Female,English,Yes,Medium,medium,No,0.3178243014614229,0.02790928109057401,0.00024489795918367346,0.0,0.0014071462074909701,0.005865102639296188
236,1957000,Male,Hindi,Yes,High,short,Yes,0.0033419597432065243,0.004021454984421748,0.003142857142857143,0.0,0.0016476229705308823,0.0
237,635363,Male,English,Yes,High,long,No,0.08912178581304298,0.0062626040581342515,0.0003061224489795919,0.0,0.00046666777778042333,0.0
238,5201,Male,Kannada,Yes,Medium,long,No,8.933814887777543e-05,4.3626736758602395e-05,0.006551020408163266,0.0,0.000519048854878226,0.0
239,875110,Org,English,Yes,Medium,medium,No,0.00019517040182108017,0.0003014897587122347,0.00022448979591836734,0.07142857142857142,0.0013785747108921687,0.0
240,11441102,Male,Tamil,Yes,Medium,medium,No,0.02493436057591173,0.006389253141408666,0.009979591836734695,0.0,0.00010238119614570511,0.00879765395894428
241,1457960,Female,English,Yes,Medium,short,No,0.1025556012021312,0.16374856015181188,0.0005714285714285715,0.0,0.0008785735204131439,0.0
242,31494,Male,Hindi,Yes,High,medium,No,0.0006388139636948714,0.00018160821379980944,2.8571428571428574e-05,0.0,0.0007976209467165399,0.0
243,103623,Org,Kannada,Yes,Medium,short,No,0.00025283751178399545,0.0004330468766096891,1.6020408163265308e-05,0.03571428571428571,0.0013071459693951653,0.0
244,8322213,Org,English,Yes,Medium,long,No,0.0008354063840229917,0.001234067771332067,0.0009795918367346938,0.10714285714285714,0.00036666753968461833,0.0
245,1213082,Male,Hindi,Yes,Medium,medium,No,0.02519648380301589,0.04438142271287927,0.0017959183673469388,0.0,0.002876197324279344,0.002932551319648094
246,3168425,Org,Hindi,Yes,Medium,medium,No,0.13073384811582842,0.008428852502429104,0.0016938775510204082,0.0,0.00037142945578441856,0.0
247,27580,Male,Kannada,No,Medium,short,Yes,3.461992521978197e-05,5.902481234535584e-06,0.017714285714285714,0.0,9.285736394610464e-05,0.0
248,581716,Org,English,Yes,Medium,long,No,0.22509820987332613,0.04389447722417649,0.00015510204081632654,0.10714285714285714,0.012669077783518534,0.03812316715542522
249,6924168,Male,English,Yes,High,long,No,0.0019133881554888508,0.0012113912401824258,0.0034081632653061226,0.0,0.0018000042857244899,0.0
250,452984,Org,English,Yes,Medium,short,No,0.13433804248851064,0.02383283877696784,0.0003061224489795919,0.10714285714285714,0.008507163112293126,0.0
251,12316248,Org,English,Yes,Medium,short,No,0.011271187363107374,0.016611461731771856,0.002,0.0,0.026885778299472144,0.005865102639296188
252,37057,Org,English,Yes,Medium,short,No,0.0003996265189623252,0.0017161711714081577,1.1285714285714287e-05,0.10714285714285714,0.0030261976814230512,0.002932551319648094
253,7095,Male,Telugu,Yes,Medium,medium,No,1.705766900380323e-05,1.6493489335337203e-06,0.006061224489795919,0.0,0.00017619089569260882,0.0
254,4005974,Org,English,Yes,Medium,medium,No,0.002136192898527387,0.0016987968829076541,0.00024489795918367346,0.0,0.00036666753968461833,0.0
255,1017579571,Male,English,Yes,Medium,short,Yes,0.18315849353666047,0.19041916130565292,0.02653061224489796,0.10714285714285714,0.000983335674608749,0.0
256,3455312,Male,English,Yes,High,long,No,0.052424534018460534,0.0016230054303097044,0.0012857142857142859,0.0,0.0003428579591856171,0.00879765395894428
257,123685,Male,Telugu,Yes,High,medium,No,9.785715375866064e-05,8.262089659314686e-05,5.102040816326531e-05,0.03571428571428571,0.00024523867913971224,0.002932551319648094
258,61215,Female,Hindi,Yes,Medium,medium,Yes,5.100262691379199e-05,3.829969271079491e-05,3.673469387755102e-05,0.21428571428571427,0.002659530141738433,0.41935483870967744
259,1191210,Male,English,Yes,High,long,No,0.052424534018460534,0.0016230054303097044,0.0009591836734693879,0.0,0.0003428579591856171,0.00879765395894428
260,307584,Female,English,Yes,Medium,medium,No,0.3178243014614229,0.02790928109057401,0.00015306122448979594,0.0,0.0014071462074909701,0.005865102639296188
261,8145027,Org,English,Yes,Medium,short,No,0.006487438468456448,0.008818581471421465,0.0011224489795918367,0.0,0.016764325629346738,0.002932551319648094
262,51658,Org,English,Yes,Medium,long,No,0.0013203343541656881,0.0013130280010542207,1.9142857142857143e-05,0.03571428571428571,0.000561906099776428,0.002932551319648094
263,15649,Male,English,Yes,Medium,short,No,0.0003268873234409207,0.00013505447860279703,1.536734693877551e-05,0.0,0.0330929359355617,0.002932551319648094
264,10183355,Male,English,Yes,High,medium,No,0.052424534018460534,0.0016230054303097044,0.0004285714285714286,0.0,0.0003428579591856171,0.00879765395894428
265,1010476,Org,English,Yes,Medium,short,No,0.01697236755262286,0.025367789357788998,0.0003061224489795919,0.03571428571428571,0.016642896768801832,0.06744868035190615
266,1801629,Male,Hindi,Yes,Medium,medium,No,0.23525548492361234,0.008681332404568263,0.0021836734693877554,0.0,0.0330929359355617,0.005865102639296188
267,168507,Male,Hindi,Yes,Medium,long,No,0.0036040829703106844,0.0015326427505587875,4.6938775510204086e-05,0.0,0.0003047626303872152,0.02346041055718475
268,407850,Male,Telugu,Yes,High,medium,No,0.0014251836450073522,0.000765979747896136,0.00013877551020408165,0.0,0.000240476763039912,0.0
269,27266168,Female,English,Yes,Medium,short,Yes,0.14187408526775525,0.33761703770613,0.011306122448979593,0.10714285714285714,0.000680954002271434,0.0
270,41035477,Org,English,Yes,Medium,short,No,0.034731216188929714,0.08847208074809707,0.013469387755102041,0.03571428571428571,0.006147633684842107,0.0
271,254591,Male,English,Yes,High,medium,No,0.13597631265791163,0.004609748313080362,0.0001653061224489796,0.0,0.0017571470408262876,0.005865102639296188
272,32886,Male,Telugu,Yes,Medium,medium,No,0.0015234798551714125,0.0027266076528566913,5.63265306122449e-06,0.03571428571428571,0.0029547689399260476,0.02932551319648094
273,458505,Female,English,Yes,Medium,medium,No,0.3178243014614229,0.02790928109057401,0.00020408163265306123,0.0,0.0014071462074909701,0.005865102639296188
274,154280074,Male,English,Yes,Medium,short,No,0.3407600838330369,0.24279970743957524,0.0836734693877551,0.0,0.0017309565022773864,0.0
275,1326365,Org,English,Yes,Medium,medium,No,0.0005175819711591974,9.494710784914637e-05,2.8571428571428574e-05,0.0,4.5238202948102256e-05,0.01466275659824047
276,675413,Male,Telugu,Yes,Medium,long,No,0.00044222154336675124,6.232587291612973e-05,0.0004489795918367347,0.03571428571428571,2.619053854890131e-05,0.02932551319648094
277,7723,Org,English,Yes,Medium,medium,No,0.11893830289614121,0.09457223962938423,1.3673469387755104e-06,0.0,0.4434915321226956,0.0
278,1293867,Org,English,Yes,High,long,No,0.001097529611127152,0.0007175606930741279,0.00024489795918367346,0.0,0.00015952418934330799,0.0
279,40402625,Org,English,Yes,Medium,medium,No,0.02326332500312271,0.039527725787348346,0.015102040816326531,0.0,0.004642868197305232,0.0
280,991,Org,English,Yes,Medium,short,No,0.0008452360050393977,0.0006236054734058364,4.081632653061225e-07,0.0,0.04737630327691257,0.005865102639296188
281,3104016,Org,Hindi,Yes,Medium,long,No,0.1916774984175457,0.013603213547826174,0.003979591836734694,0.0,0.0007261922052195363,0.03519061583577712
282,9356,Female,Telugu,Yes,Medium,long,No,0.0005077523501427913,0.00017568569851550268,0.007612244897959184,0.03571428571428571,0.00025000059523951247,0.0
283,62842,Org,English,Yes,Medium,long,No,0.0013203343541656881,0.0013130280010542207,2.8571428571428574e-05,0.03571428571428571,0.000561906099776428,0.002932551319648094
284,4413290,Male,English,Yes,Medium,long,No,0.12024891903166202,0.005078977047069663,0.0028775510204081633,0.0,0.0330929359355617,0.0
285,1030226,Org,English,Yes,Medium,medium,No,0.035058870222809915,0.04698041274170785,0.0002653061224489796,0.0,0.020307191207598115,0.005865102639296188
286,36528,Male,Kannada,Yes,Medium,medium,No,0.0003406487928638891,8.823191246157681e-05,4.0816326530612245e-05,0.0,0.0005285726870778264,0.0
287,397660,Male,English,Yes,Medium,medium,No,0.0009697445379138738,0.00030134942250036934,0.00020408163265306123,0.07142857142857142,0.0009095259750618454,0.002932551319648094
288,4177045,Male,Tamil,Yes,Medium,medium,No,0.02493436057591173,0.006389253141408666,0.00526530612244898,0.0,0.00010238119614570511,0.00879765395894428
289,68972303,Org,English,Yes,High,short,No,0.12287015130270361,0.179078784606139,0.02448979591836735,0.10714285714285714,0.0010047642970578501,0.0
290,2129504,Male,English,Yes,Medium,long,No,0.0003406487928638891,6.302239517268903e-05,0.0008979591836734694,0.0,0.00034523891723551724,0.0
291,154895,Male,Telugu,Yes,Medium,long,No,0.0035385521635346445,0.004577122087110522,4.89795918367347e-05,0.03571428571428571,0.0011523836961516575,0.005865102639296188
292,152197,Male,Hindi,Yes,Medium,medium,No,0.008551658881901712,0.004503524593640688,0.00013673469387755102,0.0,0.001485717823137674,0.005865102639296188
293,380216,Male,Hindi,Yes,High,medium,No,0.004816402895667426,0.004258147468160422,0.00024489795918367346,0.03571428571428571,0.003983342817482899,0.002932551319648094
294,974973,Male,Hindi,Yes,Medium,medium,No,0.030668306168815235,0.018972988224584736,0.0012244897959183675,0.0,0.002359529427451018,0.005865102639296188
295,3404666,Org,Hindi,Yes,Medium,short,No,0.03702479442609112,0.023846863562481342,0.004408163265306122,0.0,0.0010523834580558524,0.01759530791788856
296,10505795,Male,English,Yes,Medium,medium,No,0.00010015073199582204,0.00014431973031438,0.002142857142857143,0.0,4.047628684830202e-05,0.0
297,1443107,Male,English,No,Medium,long,No,0.003276428936430484,0.0036629093843813395,0.00040816326530612246,0.03571428571428571,0.001842861530622692,0.01759530791788856
298,100573,Org,English,Yes,Medium,short,No,0.022804609355690425,0.045170684654942624,2.0408163265306123e-05,0.10714285714285714,0.19692904030723882,0.03519061583577712
299,40094,Org,Hindi,Yes,High,short,No,0.062254155034866546,0.0763244844818527,2.448979591836735e-05,0.10714285714285714,0.006728587449017736,0.05865102639296188
300,196114,Male,English,Yes,Medium,long,No,0.0009271495135094478,0.00015726871671420823,6.53061224489796e-05,0.0,0.0003880961621337194,0.002932551319648094
301,363827,Org,English,Yes,Medium,short,No,2.685452461682122e-05,2.146605792470224e-05,0.00015714285714285716,0.10714285714285714,6.19049092974031e-05,0.005865102639296188
302,955608,Female,English,Yes,Medium,medium,No,0.03577970909734636,0.005018937712121555,0.0005510204081632653,0.0,0.00019523856009180977,0.0
303,56402152,Male,Hindi,Yes,High,long,No,0.012155853254583914,0.0032043096015570965,0.00489795918367347,0.0,7.142874149700357e-06,0.0
304,119454,Male,Kannada,Yes,Medium,long,No,0.0003180406645261553,0.0004273006553711705,0.00015510204081632654,0.0,0.0005000011904790249,0.0
305,3785006,Org,English,Yes,Medium,long,No,9.359765131821803e-05,5.276538110470894e-05,0.0014285714285714286,0.0,0.0330929359355617,0.0
306,830065,Org,English,Yes,Medium,short,No,0.034731216188929714,0.08847208074809707,0.0004285714285714286,0.07142857142857142,0.006147633684842107,0.0
307,39921,Org,English,Yes,Medium,short,No,0.0013203343541656881,0.0013130280010542207,1.93265306122449e-05,0.03571428571428571,0.000561906099776428,0.002932551319648094
308,2153526,Org,English,Yes,Medium,short,No,0.00102872226401231,0.0010210012481596494,0.0011836734693877551,0.0,0.000621430051023931,0.0
309,20012287,Org,English,Yes,Medium,short,No,0.06454773327202795,0.07247477146598703,0.013816326530612245,0.0,0.019190521882194958,0.0
310,463964,Female,English,Yes,Medium,long,No,0.000222693340667017,5.914375839940548e-05,3.26530612244898e-05,0.0,0.000340477001135717,0.0
311,31823079,Org,English,Yes,High,short,Yes,0.023787571457331028,0.01834897473042344,0.009387755102040816,0.07142857142857142,0.003640484858297282,0.005865102639296188
312,4751794,Male,English,Yes,Medium,long,No,0.0018478573487128109,0.00032783640754769445,0.0022653061224489797,0.0,0.0015380989002354768,0.0
313,1484838,Male,English,Yes,High,medium,No,0.005275118543099706,0.001221989532121281,0.0011632653061224491,0.10714285714285714,0.0003785723299341189,0.0
314,5669216940,Male,English,Yes,Medium,short,No,0.08715586160976177,0.17673108082476047,0.7959183673469388,0.03571428571428571,0.001423812913840271,0.002932551319648094
315,78368,Org,Hindi,Yes,High,short,No,0.062254155034866546,0.0763244844818527,1.6877551020408163e-05,0.07142857142857142,0.006728587449017736,0.05865102639296188
316,389458,Male,English,Yes,Medium,medium,No,0.014744320122237498,0.0032091937574941563,0.00040816326530612246,0.0,0.0016333372222314816,0.0
317,175033,Org,English,Yes,Medium,long,No,0.035058870222809915,0.04698041274170785,6.326530612244899e-05,0.03571428571428571,0.020307191207598115,0.005865102639296188
318,23250,Female,English,Yes,Medium,medium,No,0.015071974156117699,0.0003905670297833812,1.3000000000000001e-05,0.0,0.0330929359355617,0.0
319,9002909,Org,English,Yes,Medium,medium,No,0.11893830289614121,0.09457223962938423,0.004918367346938775,0.0,0.4434915321226956,0.0
320,15773,Org,English,Yes,Medium,medium,No,7.404981165692528e-07,3.616614330288944e-07,2.9183673469387757e-06,0.0,0.00035476274943511775,0.0
321,57065,Male,Kannada,Yes,Medium,long,Yes,3.6913503456943375e-05,6.3702686074199945e-06,6.53061224489796e-05,0.03571428571428571,0.00018333376984230916,0.005865102639296188
322,2904629,Male,English,Yes,Medium,short,No,4.281127606678698e-05,0.0021400361060777825,0.0008775510204081633,0.03571428571428571,0.00045000107143112247,0.002932551319648094
323,94186,Male,Hindi,No,High,medium,No,0.0013530997575537083,0.0009943481748281083,0.00011224489795918367,0.0,0.0011142883673532556,0.002932551319648094
324,345033,Female,English,Yes,Medium,medium,No,0.0003701376559131072,5.7546822342767863e-05,0.0001816326530612245,0.0,0.0003166674206367158,0.002932551319648094
325,1283084,Org,English,Yes,Medium,medium,No,0.007961881620917351,0.007365874509547171,0.00036734693877551024,0.07142857142857142,0.0029142926530777457,0.002932551319648094
326,816562,Org,English,Yes,Medium,short,No,0.0005044758098039893,0.0014840852049502944,0.0001795918367346939,0.0,0.0007857161564670393,0.0
327,1119370,Male,English,Yes,Medium,long,No,0.013826888827372937,0.004342688907335017,0.0006734693877551021,0.0,0.00060000142857483,0.002932551319648094
328,5164020,Org,English,Yes,Medium,short,No,0.04652676140861693,0.07895457895973723,0.0006122448979591838,0.03571428571428571,0.029883404484296393,0.02346041055718475
329,117896,Male,English,Yes,High,long,No,0.13597631265791163,0.004609748313080362,6.734693877551021e-05,0.0,0.0017571470408262876,0.005865102639296188
330,191487,Male,English,Yes,High,short,No,0.004226625634683065,0.004198287670733012,0.00020408163265306123,0.0,0.0009238117233612462,0.0
331,73635,Male,English,Yes,Medium,medium,No,0.0003000196926627443,0.0002621520841275664,4.89795918367347e-05,0.03571428571428571,0.0006666682539720333,0.0
332,201595,Org,English,Yes,Medium,short,No,0.030930429395919397,0.04143234141107223,3.469387755102041e-05,0.10714285714285714,0.2366981826147205,0.5102639296187683
333,1901480,Male,English,Yes,Medium,long,No,0.014908147139177598,0.00233106574770222,0.0008979591836734694,0.0,0.0006476205895728324,0.0
334,127181,Male,English,Yes,Medium,long,No,0.0015595217988982344,0.0021914807637715824,0.00015714285714285716,0.03571428571428571,0.001976195181417099,0.0
335,182941,Org,English,Yes,High,long,No,0.0013793120802641243,0.0007448177797247992,5.102040816326531e-05,0.14285714285714285,0.0010714311224550533,0.0
336,71953112,Male,Hindi,Yes,Medium,medium,No,0.23525548492361234,0.008681332404568263,0.03877551020408163,0.0,0.00028333400793811414,0.005865102639296188
337,650679,Org,English,Yes,Medium,medium,No,0.019888488454156642,0.03333777071598001,0.00019795918367346938,0.0,0.006661920623620533,0.0
338,23520738,Male,Hindi,Yes,Medium,long,No,0.04914799367965853,0.023387342842489913,0.03469387755102041,0.0,0.0003785723299341189,0.0
339,20759983,Org,Hindi,Yes,Medium,medium,No,0.1916774984175457,0.013603213547826174,0.013469387755102041,0.0,0.0007261922052195363,0.03519061583577712
340,131008,Org,Hindi,Yes,High,short,No,0.2942332110220484,0.0880839122260686,7.755102040816327e-05,0.10714285714285714,0.010883359246093445,0.02932551319648094
341,825370,Org,English,Yes,Medium,long,No,0.012778395918956296,0.012735651632892407,0.00014489795918367347,0.03571428571428571,0.0016714325510298834,0.020527859237536656
342,659492,Org,Hindi,Yes,Medium,long,No,0.1916774984175457,0.013603213547826174,0.0005102040816326531,0.0,0.0007261922052195363,0.03519061583577712
343,2947177,Org,English,Yes,Medium,long,No,0.04652676140861693,0.07895457895973723,0.0003469387755102041,0.03571428571428571,0.029883404484296393,0.02346041055718475
344,1474169,Male,English,Yes,Medium,medium,No,0.014744320122237498,0.0032091937574941563,0.0011836734693877551,0.0,0.0016333372222314816,0.0
345,258373029,Org,English,Yes,Medium,long,No,0.07339439218679336,0.13321466469984422,0.020408163265306124,0.10714285714285714,0.004173819461474908,0.0
346,1847283,Org,English,Yes,Medium,long,No,0.008748251302229832,0.0035628680916141753,0.000836734693877551,0.0,0.0011285741156526563,0.20527859237536658
347,10187386,Org,English,Yes,Medium,long,No,0.014154542861253137,0.009909892196282293,0.0016122448979591837,0.0,0.002038100090714502,0.0
348,20403,Male,Tamil,Yes,Medium,medium,No,9.556357552149924e-05,2.7287703935387924e-05,2.448979591836735e-05,0.0,0.00010952407029540547,0.002932551319648094
349,284581,Org,English,Yes,Medium,short,No,0.006290846048128328,0.0027834237007294043,0.00022448979591836734,0.07142857142857142,0.0015690513548841784,0.0
350,17901382,Org,Japenese,Yes,Medium,long,Yes,0.01792256425087544,0.022326764951139357,0.005204081632653061,0.0,0.016557182279005427,0.1436950146627566
351,2220057,Org,English,Yes,Medium,long,No,0.011566075993599554,0.004751524362176588,0.0005306122448979592,0.0,0.01782385196155229,0.19648093841642228
352,14023,Male,Kannada,Yes,Medium,long,No,4.641547043946918e-05,1.6072215070330453e-05,1.3000000000000001e-05,0.03571428571428571,8.809544784630441e-05,0.0
353,94381,Male,English,Yes,Medium,long,Yes,0.002168958301915407,0.000612633426905514,5.714285714285715e-05,0.0,0.0013309555498941664,0.01466275659824047
354,1189726,Org,English,Yes,Medium,short,No,0.006716796292172588,0.07349319388596333,0.00032653061224489796,0.0,0.023550056071562075,0.011730205278592375
355,9509,Org,English,Yes,Medium,long,No,4.019004379574538e-05,4.425757864822173e-05,5.224489795918368e-06,0.0,0.0013261936337943662,0.0
356,424342,Male,English,Yes,Medium,long,No,0.0018478573487128109,0.00032783640754769445,8.163265306122449e-05,0.03571428571428571,0.0015380989002354768,0.0
357,96417,Org,English,Yes,Medium,short,No,0.0005175819711591974,9.494710784914637e-05,8.36734693877551e-05,0.0,4.5238202948102256e-05,0.01466275659824047
358,151757,Org,English,Yes,Medium,short,No,0.0005175819711591974,9.494710784914637e-05,0.00015918367346938776,0.0,4.5238202948102256e-05,0.01466275659824047
359,2493300,Org,English,Yes,Medium,short,Yes,0.04685441544249713,0.0056383385375841045,0.0012244897959183675,0.0,0.0026142919387903306,0.02346041055718475
360,24876,Male,English,Yes,High,long,No,0.00035375495421909714,0.00031592843678922067,2.448979591836735e-05,0.0,0.0010309548356067515,0.002932551319648094
361,26086579,Org,English,Yes,Medium,medium,No,0.00809294323446943,0.013727654649535683,0.004510204081632653,0.0,0.007042873911604551,0.0
362,18225996,Male,English,Yes,High,long,No,0.08912178581304298,0.0062626040581342515,0.0039387755102040815,0.0,0.00046666777778042333,0.0
363,38121,Male,Telugu,Yes,Medium,medium,No,0.00018960028324511676,0.0001905580934983163,6.734693877551021e-05,0.03571428571428571,0.00030952454648701546,0.002932551319648094
